Column1,law_no,main,middle,small,question,answer
8625,200761001,임금,임금채권,,"해외연수 파견 후의 의무재직기간 근무 불이행시 '파견에 직접 소요된 경비'를 반환하기로 약정한 경우, 회사가 임금도 반환청구할 수 있나요",의무재직기간 중 퇴직할 경우 해외연수 파견에 소요된 경비를 반환하기로 하는 약정은 유효하지만 보수규정에 의해 당연히 지급해야 하는 기준임금까지도 반환하기로 하는 약정은 무효입니다.
8626,200744001,임금,임금채권,,임금채권은 포기가 가능한가요,현저히 합리성을 결하지 않는 이상 노사간의 정당한 합의가 있다면 임금채권의 포기를 허용하고 있습니다. 대법원은 상여금 지급을 회사에서 일방적으로 중지한 것에 대해 근로자들이 이의를 하지 않았다는 것만으로는 상여금채권을 포기하였다고 볼 수 없다고 판시했습니다(대법원 1999. 6. 11. 선고 98다22186 판결).
8627,200740001,임금,임금채권,,사용자가 근로자에 대하여 불법행위를 원인으로 하는 채권을 가지고 있는 경우 임금지급채무와 상계를 할 수 있나요,사용자가 근로자에 대해 불법행위 손해배상청구권을 가지고 있다고 하더라도 임금채권과 상계할 수 없습니다(대법원 1976. 9. 28. 선고 75다1768 판결).
8628,200739001,임금,임금채권,,사용자는 근로자에 대한 채권으로 임금채권과 상계를 할 수 있나요,원칙적으로 근로자에 대한 채권과 임금채권은 상계할 수 없습니다(근로기준법 제21조).
8629,200732001,임금,임금채권,,근로자가 사망하였음에도 사용자가 임금을 지급하지 아니하면 근로자는 지연이자를 받을 수 있나요.,사망일로부터 14일이 지나면 그 때부터 실제 지급일까지 연 20% 의 지연이자를 지급받을 수 있습니다(근로기준법 제37조 및 근로기준법 시행령 제17조).
8630,200709001,임금,임금채권,,임금채무의 변제란 무슨 말인가요,사용자가 근로자에게 임금지급 의무를 이행하는 것입니다.
8631,200708001,임금,임금채권,,"임금채무란, 무슨 말인가요",사용자가 근로자에게 임금을 지급해야 하는 의무를 말합니다.
8632,200706001,임금,임금채권,,"임금이 계속 밀려 회사 부동산에 경매신청을 했는데, 부동산에 저당권이 여러 개 설정되어 있었습니다. 경매절차에서 임금을 변제받을 수 있을까요.",최종 3개월분의 임금이라면 저당권(담보물권)에 우선하여 변제받을 수 있습니다(근로기준법 제38조 제2항).
8633,200697002,임금,임금일반,,퇴직금 산정시 특별상여금도 임금에 포함시킨다고 규정되어 있을 경우 비정기적으로 받은 특별상여금도 임금에 포함시킬 수 있나요.,"지급사유의 발생이 불확정적이고 일시적으로 지급되는 특별상여금은 임금의 성질을 갖는 것에서 제외됩니다. 그러나 특별상여금이 계속적, 정기적으로 지급되고 그 지급액이 확정되어 있다면 이는 근로의 대가로 지급되는 임금의 성질을 갖게 됩니다. 이와 관련하여 판례는, 비록 특별상여금이 일시적, 불확정적으로 지급되는 것이라 할지라도 피고 회사의 취업규칙에 해당하는 급여규정과 단체협약 등에서 퇴직금 산정의 기초가 되는 평균임금에 특별상여금을 포함시키는 것으로 규정하고 있는 이상 퇴직금 산정 기초가 되는 평균임금에 특별상여금을 포함시키는 것이 타당하다고 판시하고 있습니다(대법원 2001.03.27. 선고 99다71276 판결)."
8634,200690003,임금,임금일반,,의료보험료 중 회사서 내는 돈도 퇴직금 산정액에 포함인가요?,의료보험료 중 사용자 부담부분은 근로자가 근로의 대상으로서 사용자로부터 지급받는 임금에 해당한다고 볼 수 없습니다(대법원 1994.07.29. 선고 92다30801 판결). 그렇다면 퇴직금 산정 기준이 되는 임금총액에 포함되지 않습니다.
8635,200687003,임금,임금일반,,연구수당은 장의비의 산정 기준이 되는 임금에 해당되나요.,"근로기준법 제83조에 따르면 근로자가 업무상 사망한 경우에는 사용자는 근로자가 사망한 후 지체 없이 평균임금 90일분의 장의비를 지급하여야 한다고 규정되어 있는바, 연구비, 연구수당이 어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 장의비 산정기준이 되는 임금에 포함됩니다."
8636,200683003,임금,임금일반,,연차유급휴가수당 산정 시 연구수당은 임금에 해당되나요.,"근로기준법 제60조 제5항에 따르면 사용자는 연차유급휴가 기간에 대하여는 취업규칙 등에서 정하는 통상임금 또는 평균임금을 지급하여야 한다고 규정되어 있는바, 연구비, 연구수당이 어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 연차유급휴가금 산정기준이 되는 임금에 포함됩니다"
8637,200682004,임금,임금일반,,"연구비, 연구수당이 휴업수당을 산정하는 임금인가요?.","근로기준법 제46조는 사용자의 귀책사유로 인하여 휴업하는 경우에는 사용자는 휴업기간 중 당해 근로자에게 그 평균임금의 100분의 70 이상의 수당을 지급하여야 한다고 규정하고 있는바, 연구비, 연구수당이 어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 휴업수당을 산정하는 임금에 포함됩니다."
8638,200681004,임금,임금일반,,연구비도 퇴직금 산정기준에 포함되나요?,어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 퇴직금산정 기준이 되는 임금총액에 포함됩니다.
8639,200681002,임금,임금일반,,퇴직금 산정시 연구비는 임금에 해당되나요.,어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 퇴직금산정 기준이 되는 임금총액에 포함됩니다.
8640,200681001,임금,임금일반,,"연구비, 연구수당이 퇴직금산정의 기준이 되는 임금총액에 포함되나요.",어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 퇴직금산정 기준이 되는 임금총액에 포함됩니다.
8641,200659003,임금,임금일반,,출퇴근 교통비도 퇴직금 산정에 포함인가요?,"일률적, 정기적, 계속적으로 지급되었는지 여부에 따라 다릅니다. 대법원은, 지급의 근거가 급여규정에 반드시 명시되어 있는 것은 아니라 할지라도 정기적, 제도적으로 지급되어 왔고, 사무총장을 제외한 사무국의 전직원에게 그 직급에 따라 일률적으로 지급되어 온 것일 뿐 아니라 특히 출퇴근교통비가 지급되지 아니한 소수 직원에게는 그 대신에 출퇴근차량이 제공되었다면 위 출퇴근교통비는 여비, 출장비 등과 같은 실비변상적인 성격의 금원이 아니라 근로기준법 제18조에서 말하는 근로의 대상인 임금의 성질을 갖는다(대법원 1992.04.10. 선고 91다37522 판결)고 판시한 바 있습니다. 이렇듯 근로의 대가로서 일률적, 정기적, 계속적으로 지급받은 사정이 있다면 임금에 해당하므로 퇴직금 산정 기준이 되는 임금총액에 포함됩니다."
8642,200651003,임금,임금일반,,운동시설등을 공짜로 이용하면 그것도 퇴직금 산정 기준에 포함인가요?,이는 모두 근로자의 복지후생시설로 마련된 것이므로 그 이용이익은 임금에 포함될 수 없습니다. 따라서 퇴직금 산정의 기준이 되는 임금총액에 포함되지 않습니다.
8643,200651002,임금,임금일반,,퇴직금 산정시 회사내 샤워시설을 무료로 이용하고 있는 경우 이용이익도 임금에 해당되나요.,이는 모두 근로자의 복지후생시설로 마련된 것이므로 그 이용이익은 임금에 포함될 수 없습니다. 따라서 퇴직금 산정의 기준이 되는 임금총액에 포함되지 않습니다.
8644,200648003,임금,임금일반,,퇴직금 산정시 조의금은 임금에 포함되나요.,"근로자가 결혼하거나 상이나 뜻밖의 재해 또는 질병을 당하였을 경우에 사용자가 그 때마다 결혼축의금, 조의금, 재해위로금 등의 명목으로 근로자에게 지급하는 금품은 의례적인 의미에서 임의로 지급되는 것이 상례이므로 근로의 대상성을 갖는 임금의 성질을 갖지 않습니다(고용노동부 예규 ""임금산정의 범위에 포함되는 금품 예시""). 따라서 퇴직금산정의 기준이 되는 임금총액에 포함되지 않습니다."
8645,200648001,임금,임금일반,,"축의금, 조의금, 위로금은 퇴직금 산정의 기준이 되는 임금총액에 포함되나요.","근로자가 결혼하거나 상이나 뜻밖의 재해 또는 질병을 당하였을 경우에 사용자가 그 때마다 결혼축의금, 조의금, 재해위로금 등의 명목으로 근로자에게 지급하는 금품은 의례적인 의미에서 임의로 지급되는 것이 상례이므로 근로의 대상성을 갖는 임금의 성질을 갖지 않습니다(고용노동부 예규 ""임금산정의 범위에 포함되는 금품 예시""). 따라서 퇴직금산정의 기준이 되는 임금총액에 포함되지 않습니다."
8646,200647003,임금,임금일반,,조의금은 임금에 포함되나요.,"근로자가 결혼하거나 상이나 뜻밖의 재해 또는 질병을 당하였을 경우에 사용자가 그 때마다 결혼축의금, 조의금, 재해위로금 등의 명목으로 근로자에게 지급하는 금품은 의례적인 의미에서 임의로 지급되는 것이 상례이므로 근로의 대상성을 갖는 임금의 성질을 갖지 않습니다(고용노동부 예규 ""임금산정의 범위에 포함되는 금품 예시"")"
8647,200641007,임금,임금일반,,휴가비가 연차유급휴가를 사용할 때 지급하여야 하는 임금에 포함되나요.,"근로기준법 제60조 제5항에 따르면 사용자는 연차유급휴가 기간에 대하여는 취업규칙 등에서 정하는 통상임금 또는 평균임금을 지급하여야 한다고 규정되어 있는바, 일률적, 계속적, 정기적으로 지급된 것인지 여부에 따라 다릅니다. 대법원은 이와 관련하여, 회사의 단체협약에 전 종업원에게 일률적으로 일정액을 하기 휴가비로 지급한다고 규정하고 있고, 하기휴가를 실시했는지 여부와 관계없이 일률적으로 회사가 하기휴가비를 지급하였다면 이는 근로의 대상으로 지급된 금품으로서 임금에 해당하고, 만약 하기휴가를 실시한 종업원에게만 하기휴가비를 지급하였다면 이는 근로의 제공과는 관계 없이 은혜적으로 지급된 금품으로서 임금에 해당하지 않는다고 판시한 바 있습니다(대법원 1996. 5. 14. 선고 95다19256 판결, 대법원 2006. 5. 26. 선고 2003다54322, 54399 판결). 만약 일률적, 계속적, 정기적으로 지급되었다면 연차유급휴가금 산정 기준이 되는 임금에 포함됩니다."
8648,200637002,임금,임금일반,,회사가 지급한 체력단련비는 감급의 기준이 되는 임금에 해당되나요.,"일률적·계속적·정기적으로 지급된 것이면 임금에 포함되는데, 판례도 노사간의 합의에 따라 전근로자에게 지급하여 온 체력단련비가 지급형태와 지급조건에 비추어 평균임금에 포함된다고 판시한 바 있습니다(대법원 1993.05.27. 선고 92다20316 판결). 만약 이러한 사정에 해당한다면 감급 기준이 되는 임금에 포함됩니다."
8649,200634002,임금,임금일반,,회사가 지급한 체력단련비는 장해급여의 산정기준이 되는 임금에 해당되나요.,"근로기준법 제80조 제1항에 따르면 근로자가 업무상 부상 또는 질병에 걸리고, 완치된 후 신체에 장해가 있으면 사용자는 그 장해 정도에 따라 평균임금에 법에서 정한 일수를 곱한 금액의 장해보상을 하여야 한다고 규정되어 있습니다. 한편, 일률적·계속적·정기적으로 지급된 것이면 임금에 포함되는데, 판례도 노사간의 합의에 따라 전근로자에게 지급하여 온 체력단련비가 지급형태와 지급조건에 비추어 평균임금에 포함된다고 판시한 바 있습니다(대법원 1993.05.27. 선고 92다20316 판결). 만약 이러한 사정에 해당한다면 장해보상 산정기준이 되는 임금에 포함됩니다."
8650,200626007,임금,임금일반,,식사의 제공 또는 식사대를 받아온 근로자가 감급 제재를 받는다면 이 식사대도 감급 기준이 되는 임금에 포함되나요.,"근로기준법 제95조에 따르면 취업규칙에서 근로자에 대하여 감급(減給)의 제재를 정할 경우에 그 감액은 1회의 금액이 평균임금의 1일분의 2분의 1을, 총액이 1임금지급기의 임금 총액의 10분의 1을 초과하지 못한다고 규정되어 있습니다. 한편, 대법원은 근로자에게 출근일에 한하여 일정금액 상당의 식사를 현물로 제공하되, 식사를 제공받지 아니하는 근로자에게는 동액 상당의 쿠폰을 지급하여 온 사실에 비추어보면 이 식대보조비는 그 지급조건 및 내용 등에 비추어 근로의 대가로 정기적, 일률적으로 지급된 것으로서 통상임금에 포함된다고 판시한 바 있습니다(대법원?1993. 5. 27.?선고?92다20316?판결). 이렇듯 식사대가 근로의 대가로 정기적, 일률적으로 지급되었다면 이는 임금에 포함되므로(대법원?1993. 5. 27.?선고?92다20316?판결) 이 경우에는 감급의 산정기준이 되는 임금에 포함됩니다."
8651,200626002,임금,임금일반,,식대가 감급의 기준이 되는 임금에 해당되나요.,"근로기준법 제95조에 따르면 취업규칙에서 근로자에 대하여 감급(減給)의 제재를 정할 경우에 그 감액은 1회의 금액이 평균임금의 1일분의 2분의 1을, 총액이 1임금지급기의 임금 총액의 10분의 1을 초과하지 못한다고 규정되어 있습니다. 한편, 대법원은 근로자에게 출근일에 한하여 일정금액 상당의 식사를 현물로 제공하되, 식사를 제공받지 아니하는 근로자에게는 동액 상당의 쿠폰을 지급하여 온 사실에 비추어보면 이 식대보조비는 그 지급조건 및 내용 등에 비추어 근로의 대가로 정기적, 일률적으로 지급된 것으로서 통상임금에 포함된다고 판시한 바 있습니다(대법원?1993. 5. 27.?선고?92다20316?판결). 이렇듯 식사대가 근로의 대가로 정기적, 일률적으로 지급되었다면 이는 임금에 포함되므로(대법원?1993. 5. 27.?선고?92다20316?판결) 이 경우에는 감급의 산정기준이 되는 임금에 포함됩니다."
8652,200624002,임금,임금일반,,식대가 유족보상의 선정기준이 되는 임금에 해당되나요.,"근로기준법 제82조 제1항에 따르면 근로자가 업무상 사망한 경우 사용자는 근로자가 사망한 후 지체 없이 그 유족에게 평균임금 1,000일분의 유족보상을 하여야 한다고 규정되어 있습니다. 한편, 대법원은 근로자에게 출근일에 한하여 일정금액 상당의 식사를 현물로 제공하되, 식사를 제공받지 아니하는 근로자에게는 동액 상당의 쿠폰을 지급하여 온 사실에 비추어보면 이 식대보조비는 그 지급조건 및 내용 등에 비추어 근로의 대가로 정기적, 일률적으로 지급된 것으로서 통상임금에 포함된다고 판시한 바 있습니다(대법원?1993. 5. 27.?선고?92다20316?판결). 이렇듯 식사대가 근로의 대가로 정기적, 일률적으로 지급되었다면 이는 임금에 포함되므로(대법원?1993. 5. 27.?선고?92다20316?판결) 이 경우에는 유족보상의 산정기준이 되는 임금에 포함됩니다."
8653,200623003,임금,임금일반,,식사의 제공 또는 식사대가 업무상 부상이나 질병에 걸리고 완치된 후 신체장해가 있어 지급받는 장해보상의 산정기준이 되는 임금인가요?.,"근로기준법 제80조 제1항에 따르면 근로자가 업무상 부상 또는 질병에 걸리고, 완치된 후 신체에 장해가 있으면 사용자는 그 장해 정도에 따라 평균임금에 법에서 정한 일수를 곱한 금액의 장해보상을 하여야 한다고 규정되어 있습니다. 한편, 대법원은 근로자에게 출근일에 한하여 일정금액 상당의 식사를 현물로 제공하되, 식사를 제공받지 아니하는 근로자에게는 동액 상당의 쿠폰을 지급하여 온 사실에 비추어보면 이 식대보조비는 그 지급조건 및 내용 등에 비추어 근로의 대가로 정기적, 일률적으로 지급된 것으로서 통상임금에 포함된다고 판시한 바 있습니다(대법원?1993. 5. 27.?선고?92다20316?판결). 이렇듯 식사대가 근로의 대가로 정기적, 일률적으로 지급되었다면 이는 임금에 포함되므로(대법원?1993. 5. 27.?선고?92다20316?판결) 이 경우에는 장해보상의 산정기준이 되는 임금에 포함됩니다."
8654,200620003,임금,임금일반,,휴업수당 산정 시 식대도 포함되나요?,"근로기준법 제46조는 근로자의 최저생활을 보장하려는 취지에서 사용자의 귀책사유로 인하여 휴업하는 경우에는 사용자는 휴업기간 중 당해 근로자에게 그 평균임금의 100분의 70 이상의 수당을 지급하여야 한다고 규정하고 있습니다. 한편, 대법원은 근로자에게 출근일에 한하여 일정금액 상당의 식사를 현물로 제공하되, 식사를 제공받지 아니하는 근로자에게는 동액 상당의 쿠폰을 지급하여 온 사실에 비추어보면 이 식대보조비는 그 지급조건 및 내용 등에 비추어 근로의 대가로 정기적, 일률적으로 지급된 것으로서 통상임금에 포함된다고 판시한 바 있습니다(대법원?1993. 5. 27.?선고?92다20316?판결). 이렇듯 식사대가 근로의 대가로 정기적, 일률적으로 지급되었다면 이는 임금에 포함되므로(대법원?1993. 5. 27.?선고?92다20316?판결) 이 경우에는 휴업수당을 산정하는 임금에 포함됩니다."
8655,200617002,임금,임금일반,,증식대가 현물이나 금품으로 제공되지 않았을 경우 임금에 해당될 수 있나요.,"정기적ㆍ일률적으로 지급되는 것이 아니거나 실제의 근무성적에 따라 지급 여부 및 지급액이 달라지는 것과 같이 고정적인 임금이 아닌 것은 통상임금에 해당하지 않으므로( 대법원 1991. 6. 28. 선고 90다카14758 판결 , 1994. 10. 28. 선고 94다26615 판결 , 1996. 5. 14. 선고 95다19256 판결 , 2002. 7. 23. 선고 2000다29370 판결), 현물을 제공하지 않은 근로자에 대하여 그에 상당하는 금품이 제공되지 않았다면 임금에 해당한다고 할 수 없습니다(대법원?2003. 4. 22.?선고?2003다10650?판결)."
8656,200616003,임금,임금일반,,식대가 임금에 해당해요?,"근로의 대가로 정기적, 일률적으로 지급되었다면 이는 임금에 포함됩니다(대법원?1993. 5. 27.?선고?92다20316?판결). 대법원은 근로자에게 출근일에 한하여 일정금액 상당의 식사를 현물로 제공하되, 식사를 제공받지 아니하는 근로자에게는 동액 상당의 쿠폰을 지급하여 온 사실에 비추어보면 이 식대보조비는 그 지급조건 및 내용 등에 비추어 근로의 대가로 정기적, 일률적으로 지급된 것으로서 통상임금에 포함된다고 판시한 바 있습니다(대법원?1993. 5. 27.?선고?92다20316?판결)."
8657,200614002,임금,노동 일반,근로기준법 적용 ,가족수당이 장의비의 선정기준이 되는 임금에 해당되나요.,"근로기준법 제83조에 따르면 근로자가 업무상 사망한 경우에는 사용자는 근로자가 사망한 후 지체 없이 평균임금 90일분의 장의비를 지급하여야 한다고 규정되어 있습니다. 따라서 가족수당이 회사에게 그 지급의무가 지워져 있고 일정 요건에 해당하는 근로자에게 일률적으로 지급되어 왔다면, 이는 근로에 대한 대가의 성질을 가지는 것으로서 임금에 해당하므로 장의비 산정기준이 되는 임금에 포함됩니다."
8658,200612002,임금,노동 일반,근로기준법 적용 ,가족수당이 장해급여의 선정기준이 되는 임금에 해당되나요.,"근로기준법 제80조 제1항에 따르면 근로자가 업무상 부상 또는 질병에 걸리고, 완치된 후 신체에 장해가 있으면 사용자는 그 장해 정도에 따라 평균임금에 법에서 정한 일수를 곱한 금액의 장해보상을 하여야 한다고 규정되어 있습니다. 따라서 가족수당이 회사에게 그 지급의무가 있는 것이고 일정한 요건에 해당하는 근로자에게 일률적으로 지급되어 왔다면, 이는 근로에 대한 대가의 성질을 가지는 것으로서 장해보상 산정기준이 되는 임금에 포함됩니다"
8659,200609007,임금,노동 일반,근로기준법 적용 ,가족수당이 휴업수당을 산정하는 임금에 포함되나요,"근로기준법 제46조는 근로자의 최저생활을 보장하려는 취지에서 사용자의 귀책사유로 인하여 휴업하는 경우에는 사용자는 휴업기간 중 당해 근로자에게 그 평균임금의 100분의 70 이상의 수당을 지급하여야 한다고 규정하고 있는바, 가족수당이 회사에게 그 지급의무가 있는 것이고 일정한 요건에 해당하는 근로자에게 일률적으로 지급되어 왔다면, 이는 임의적·은혜적인 급여가 아니라 근로에 대한 대가의 성질을 가지는 것으로서 임금에 해당하므로 휴업수당을 산정하는 임금에 포함됩니다"
8660,200607003,임금,노동 일반,근로기준법 적용 ,가족수당도 임금인가요?,"가족수당은 회사에게 그 지급의무가 있는 것이고 일정한 요건에 해당하는 근로자에게 일률적으로 지급되어 왔다면, 이는 임의적·은혜적인 급여가 아니라 근로에 대한 대가의 성질을 가지는 것으로서 임금에 해당합니다(대법원 2006. 05. 26. 선고 2003다54322,54339 판결)"
8661,200607002,임금,노동 일반,근로기준법 적용 ,가족수당은 임금에 포함되나요.,"가족수당은 회사에게 그 지급의무가 있는 것이고 일정한 요건에 해당하는 근로자에게 일률적으로 지급되어 왔다면, 이는 임의적·은혜적인 급여가 아니라 근로에 대한 대가의 성질을 가지는 것으로서 임금에 해당합니다(대법원 2006. 05. 26. 선고 2003다54322,54339 판결)"
8662,200605003,임금,임금일반,,은혜적으로 지급하는 금원이 뭔가요?,"경조금, 장려금, 위로금 등이 대표적인 은혜적으로 지급하는 것에 해당합니다(대법원 1994. 5. 24. 선고 93다4649판결)."
8663,200605002,임금,임금일반,,임금에 포함되지 않는 은혜적으로 지급하는 금원에는 무엇이 있나요.,"경조금, 장려금, 위로금 등이 대표적인 은혜적으로 지급하는 것에 해당합니다(대법원 1994. 5. 24. 선고 93다4649판결)."
8664,200602004,임금,임금일반,,근로의 대가가 되기 위해서 갖추어야할 요건은요?,"근로의 대가가 되기 위해서는 ① 근로자에게 계속적·정기적·일률적으로 지급될 것, ② 근로제공과 관련하여 사용자에게 지급의무가 있어야 할 것 이라는 요건이 충족되어야 합니다(대법원 2003 .04. 22. 선고 2003다10650 판결 )."
8665,200599002,임금,임금일반,,회사로부터 받은 금원이 임금에 해당될 경우 어떤 부분에 영향을 미치나요.,"근로자가 지급받는 금원이 임금에 해당되는지 여부는 퇴직금(근로자퇴직급여보장법 제8조), 휴업수당(근로기준법 제46조), 연차유급휴가금(근로기준법 제60조 제6항), 재해보상(근로기준법 제79조, 제80조, 제82조 내지 제84조), 감급(근로기준법 제95조)의 산정과 직접적으로 관련되어 있습니다."
8666,200598001,임금,임금일반,,"사용자가 계속되는 근로 제공에 대하여 기간제근로자 또는 단시간근로자에게 차별적으로 임금(가족수당, 정액급식비, 교통보조비 등)을 지급한 경우 근로자는 시정신청을 한 날로부터 6개월 이전에 대해서는 시정조치를 받을 수 없게 되나요","계속되는 차별적 처우의 경우에는 전체 기간에 대해 차별시정을 받을 수 있습니다. 즉, 계속되는 차별적 처우의 경우 종료일로부터 3월 이내에 시정을 신청하였다면 계속되는 차별적 처우 전체에 대해 기간을 준수한 것으로 봅니다(대법원 2011. 12. 22. 선고 2010두3237 판결)."
8667,200583001,임금,임금일반,,회생절차가 개시된 회사로부터 퇴직금을 받을 수 있을까요,"근로자의 임금, 퇴직금 및 재해보상금은 공익채권으로서 회생채권과 회생담보권에 우선하여 변제를 받을 수 있고, 회생계획의 구속을 받지 않고 언제든지 채무자로부터 변제를 받을 수 있도록 하고 있습니다(채무자회생 및 파산에 관한 법률 제179조 제1항 제10호, 제180조 제1항, 제2항). 따라서 사용자의 영업시설 등에 대해 강제집행을 신청하여 퇴직금을 받을 수 있습니다."
8668,200570001,임금,임금일반,,동일 사업장에서의 퇴사 후 재입사한 경우에 계속근로년수에 모두 포함되나요,"1. 근로자가 자발적 의사로 퇴사한 경우에는 각각의 근로기간을 따져서 별도의 퇴직금을 산정해야 합니다. 2. 회사의 경영방침 등 사용자 측의 일방적인 지시, 요구에 따라 서류상으로만 퇴직처리를 하였다가 근무내용, 직위가 변동되지 않은 채로 계속 근로를 해온 경우에는 재입사 전의 근로기간도 계속근로년수에 포함됩니다."
8669,200562001,임금,임금일반,,"근로자가 회사를 퇴직하고 퇴직금 등을 수령하면서근로관계 종료와 관련하여 추후 여하한 이의 제기도 하지 않을 것을 서약하고, 서명한 경우 그 효력이 인정되는가요.","근로자가 회사를 퇴직하고 퇴직금, 가산금 및 특별위로금 등 퇴직금과 근로 대가 일체를 지급받으면서 추후 어떠한 이의 제기도 하지 않을 것을 서약한다는 내용의 서약서에 서명한 경우, 이러한 특약은 유효합니다(대법원 1997. 11. 28. 선고 97다11133 판결)."
8670,200555001,임금,임금일반,,"사업주가 법인인데, 퇴직금 등의 지급사유 발생일로부터 14일이 경과하기 전에 법인의 대표자가 사임하였더라도 퇴직금 체불을 원인으로 처벌받을 수 있나요","퇴직금 등 체불로 인한 근로기준법 위반죄는 지급사유 발생일로부터 14일이 경과하는 때에 성립합니다. 따라서 퇴직금 지급사유 발생일로부터 14일이 경과하기 전에 사임하는 등으로 퇴직금 지급권한을 상실하게 된 대표자는 체불사용자로서 처벌을 받지 않게 됩니다 (대법원 1995. 11. 10. 선고 94도1477 판결, 대법원 2002. 11. 26. 선고 2002도5044 판결 참조)."
8671,200553001,임금,임금일반,,외국인회사에서 근무하는 경우에도 퇴직금을 지급받을 수 있나요,"특별한 규정이 없는 한 국내의 외국인 사업도 우리나라의 근로자퇴직급여 보장법이 적용되므로 4주간을 평균하여 1주간 소정근로시간이 15시간 이상이고, 계속근로기간이 1년 이상인 경우에는 퇴직금을 지급받을 수 있습니다(단 2010. 12. 1. 이전은 상시 근로자수 5인 이상 사업장에 한하고, 그 이후부터는 상시 근로자수 1명 이상 사업장도 적용됩니다)."
8672,200546001,임금,임금일반,,입사후 최초 1년간의 근로에 대한 연차유급휴가일수는 어떻게 되나요,"근로기준법 제60조 제2항의 유급휴가(근로기간 1년 미만 또는 1년간 80% 미만 출근자에게 1개월 개근시 1일의 유급휴가)를 포함하여 15일로 하고, 이 휴가를 이미 다 사용한 경우에는 사용한 휴가 일수를 15일에서 뺍니다(근로기준법 제60조 제3항)."
8673,200523001,임금,임금일반,,"회사가 사실상 매년 정기적으로 회사 직원들에게 인센티브 상여금을 지급하고 있는데, 이 경우 상여금을 임금으로 볼 수 있나요.","지급 사유 발생이 불확정적이고 일시적으로 지급되는 것이면 임금이라고 볼 수 없습니다(대법원 2006. 5. 26. 선고 2003다54322 판결). 만약 매년 인센티브 상여금 기준이 새로 정해진 것이라면 계속적, 정기적인 지급이 아니므로 임금에 해당하지 않습니다."
8674,200518001,임금,임금일반,,"연구비, 연구수당을 받는 근로자가 감급 제재를 받는 경우, 감급 제재 산정기준이 되는 임금에 연구비, 연구수당도 포함되나요.",어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 감급 제재 기준이 되는 임금총액에 포함됩니다.
8675,200515001,임금,임금일반,,"연구비, 연구수당을 받아온 경우, 업무상 부상이나 질병에 걸리고 완치된 후 신체장해가 있어 지급받는 장해보상의 산정기준이 되는 임금에 이 연구비, 연구수당도 포함되나요.",어떤 실적에 따른 실비변상의 것이 아니고 일반적으로 일정액을 정기적 계속적으로 지급한 것이었다면 근로의 대가인 임금에 해당합니다(대법원 1977.09.28. 선고 77다300 판결). 그렇다면 장해보상 산정 기준이 되는 임금총액에 포함됩니다.
8676,200510001,임금,임금일반,,"회사가 자기 차량을 보유한 일정 직급 이상의 직원에게 자가운전보조비를 지원해 주는 경우, 이 보조비도 임금에 해당하나요.",차량 보유를 조건으로 운전보조비를 지원했다면 이는 특수한 조건에 따라 지급 여부가 달라지는 것으로서 직원들에게 일률적으로 지급되는 근로의 대가 성질로서의 임금에 해당하지 않습니다(대법원 1995.05.12. 선고 94다55934 판결).
8677,200507001,임금,임금일반,,"차량유지비를 받아 온 근로자가 일하다 사망하였을 경우, 유족보상 산정기준이 되는 임금에 차량유지비도 포함되나요.","차량 보유를 조건으로 지급되었다거나 직원들 개인 소유의 차량을 업무용으로 사용하는데 필요한 비용을 보조하기 위해 지급된 것이 아니라 전 직원에 대하여 또는 일정한 직급을 기준으로 일률적으로 지급되었다면 근로의 대상으로 지급된 것으로서 임금에 해당하고(대법원 2002. 5. 31. 선고 2000다18127 판결), 그렇다면 유족보상의 산정기준이 되는 임금에 포함됩니다."
