Column1,분류일련번호,백문일련번호,대분류,중분류,백문백답주제명,백문내용,백답간략내용,서비스 시간
768,87,4544,문화/여가생활,해외여행자,병역의무자의 해외여행허가,25세 남자대학생인데 중국으로 두 달간 여행을 가려고 합니다. 아직 군대를 안 갔는데 별도로 준비할 사항이 있나요? ,"25세 이상 병역의무자, 승선근무예비역, 보충역 또는 대체복무요원으로 복무 중인 사람이 해외여행을 하려면 병무청장의 허가를 받아야 합니다.<br/>◇ 병역의무자의 해외여행허가<br/>☞ ① 25세 이상 병역의무자 및 ② 승선근무예비역, 보충역 또는 대체복무요원으로 복무 중인 사람으로서 다음의 어느 하나에 해당하는 사람이 해외여행을 하려면 병무청장의 국외여행 허가를 받아야 합니다.<br/>",2020-09-08 9:27
769,87,4542,문화/여가생활,해외여행자,환전,"괌으로 가족여행을 가려고 준비 중인데, 환전은 어디서 어떻게 하면 되나요?","해외여행자는 시중 은행이나 공항에 위치한 환전소에서 해외여행에 필요한 경비를 환전하여 가지고 나갈 수 있습니다.<br/>◇ 여행경비의 환전<br/>☞ 해외여행자는 해외여행에 필요한 경비를 외화현찰, 여행자수표, 여행자카드 등으로 환전하여 가지고 나갈 수 있습니다.<br/>☞ 환전한도는 제한이 없으나, 환전금액이 건당 미화(US$) 1만달러 상당액을 초과하는 경우 세관에 신고해야 하며 국세청에 통보됩니다.<br/>",2016-08-09 18:14
770,87,4547,문화/여가생활,해외여행자,반려동물과의 해외여행,"강아지를 데리고 해외여행을 가려는데, 무엇을 준비하면 되나요?","◇ 반려동물(개, 고양이 기준)과 함께하는 해외여행 준비방법<br/>☞ 1단계: 출국준비<br/>· 반려동물을 데리고 출국하려면 입국하시려는 국가의 검역조건을 충족해야하므로, 사전에 입국하시려는 국가의 대사관 또는 동물검역기관에 직접 문의하여 검역조건을 확인하시기 바랍니다.<br/>· 광견병예방접종증명서가 필요한 경우 동물병원 수의사와 상의하시기 바랍니다.<br/>",2016-08-09 18:26
771,87,4550,문화/여가생활,해외여행자,해외여행관련 분쟁해결,"패키지 해외여행을 다녀왔는데, 일정이나 품질이 전반적으로 계약내용과 다르거나 부실해서   배상을 받고 싶습니다. 어떤 방법으로 해결하면 되나요? ","해외여행자는 해외여행 관련 분쟁이 발생할 경우 법원 밖에서 또는 법원을 통해 해결할 수 있습니다.<br/>◇ 해외여행관련 분쟁해결<br/>☞ 법원 밖에서의 해결<br/>관광불편신고센터를 통한 해결: 해외여행자는 해외여행 관련 불편사항을 &lt;관광불편신고센터&gt;에 신고하여 해결할 수 있습니다.<br/>여행불편처리센터를 통한 해결: 해외여행자는 여행업 등록업체인 여행사를 통한 해외여행과 관련된 각종 불편, 계약불이행 등에 관한 사항을 한국여행업협회에서 운영하는 &lt;여행불편처리센터&gt;에 신고하여 해결할 수 있습니다.<br/>",2018-11-09 7:30
772,87,4546,문화/여가생활,해외여행자,자동출입국심사,"자동출입국심사를 이용하면 일반출입국심사보다 빠르고 편리하다던데, 어떻게 이용하면 되나요?","◇ 자동출입국심사<br/>☞ &quot;자동출입국심사&quot;란 출입국심사관 대신 정보화기기가 해외여행자의 지문 및 얼굴정보와 등록된 지문 및 얼굴정보를 대조하여 본인 확인을 하고, 해당 해외여행자가 출입국할 수 있는지를 심사하는 제도를 말합니다.<br/>이용대상: 다음의 요건을 갖춘 해외여행자는 정보화기기를 이용한 자동출입국심사를 받을 수 있습니다.<br/>1. 유효한 여권을 가지고 있을 것<br/>",2022-02-23 17:50
773,87,5411,문화/여가생활,반려동물과 생활하기,예방접종,반려동물의 예방접종을 꼭 해야 하나요?,"예방접종은 반려동물의 특성에 따라 정기적으로 실시해야 합니다. 예방접종은 반려동물의 전염병 예방과 건강관리 및 적정한 치료, 반려동물의 질병으로 인한 일반인의 위생상의 문제를 방지할 수 있기 때문입니다.<br/>◇ 예방접종을 하지 않으면?<br/>☞ 광견병 예방주사를 맞지 않은 반려동물 등이 건물 밖에서 배회하는 것을 발견하였을 경우에 특별자치시장·시장(특별자치도의 행정시장을 포함함)·군수·구청장(자치구의 구청장을 말함)은 반려동물을 억류하거나 살처분(殺處分) 또는 그 밖의 필요한 조치를 취할 수 있으므로 광견병 예방접종은 꼭 하시기 바랍니다.<br/>",2018-12-10 15:03
774,87,5413,문화/여가생활,반려동물과 생활하기,해외가기,반려동물을 데리고 외국에 가려면 어떻게 해야 하나요?,"반려동물을 데리고 입국하려는 국가가 동물 입국이 가능한 국가인지 확인해야 합니다. 일부 국가는 동물 입국을 금지하고 있으며, 견종에 따라 제한을 받을 수도 있기 때문입니다. 그리고 국가마다 반려동물 검역 기준과 준비해야 하는 서류가 다르므로 반려동물을 데리고 입국하려는 국가의 대사관 또는 동물검역기관에 문의해 검역 조건을 확인해야 합니다. 또한 기내 탑승에 관하여는 항공사에 문의하여 해당 기준에 따르면 됩니다.<br/>◇ 검역증명서 발급받기<br/>",2018-12-10 15:06
775,87,5414,문화/여가생활,반려동물과 생활하기,학대 금지,"옆집 사람이 매일 개를 때려요. 몇 번이나 말렸지만 자기 집 개니까 상관하지 말래요. 개가 너무 불쌍한데, 그 개를 구할 방법이 없을까요?","누구든지 반려동물을 죽음에 이르게 하거나 상해를 입히는 등의 학대행위를 해서는 안 됩니다. 누구든지 학대를 받는 동물을 발견한 경우에는 관할 지방자치단체의 장 또는 동물보호센터에 신고할 수 있습니다.<br/>◇ 동물학대의 개념<br/>☞ “동물학대”란 동물을 대상으로 정당한 사유 없이 불필요하거나 피할 수 있는 신체적 고통과 스트레스를 주는 행위 및 굶주림, 질병 등에 대하여 적절한 조치를 게을리 하거나 방치하는 행위를 말합니다.<br/>",2018-12-10 15:09
776,87,5412,문화/여가생활,반려동물과 생활하기,목줄과 입마개,도사견을 키우는데 목줄 없이 산책을 갔다가 경찰에게 주의를 받았어요. 도사견과 외출할 때는 목줄을 꼭 해야 하나요?,"네. 반려동물과 외출할 때에는 목줄 또는 가슴줄을 사용하여야 하며, 목줄 또는 가슴줄은 해당 동물을 효과적으로 통제할 수 있고, 목줄 또는 가슴줄은 2미터 이내의 길이여야 합니다. 또한 다중주택 및 다가구주택, 공동주택의 건물 내부의 공용공간에서는 동물을 직접 안거나 목줄의 목덜미 부분 또는 가슴줄의 손잡이 부분을 잡는 등 동물이 이동할 수 없도록 안전조치를 해야 합니다.<br/>◇ 맹견의 목줄 등 안전조치하기<br/>☞ 특히, 다음에 해당하는 맹견이면서 월령이 3개월 이상인 맹견을 동반하고 외출할 경우에는 목줄과 함께 맹견이 호흡 또는 체온조절을 하거나 물을 마시는 데 지장이 없는 범위에서 사람에 대한 공격을 효과적으로 차단할 수 있는 크기의 입마개를 해야 합니다.<br/>",2022-03-11 10:30
777,87,5407,문화/여가생활,반려동물과 생활하기,반려동물 분양받은 후 발생한 피해보상,며칠 전에 동물가게에서 분양받은 고양이가 병으로 죽었습니다. 동물가게에서 보상받을 수 있나요?,네. 반려동물판매업자에게 분양받은 고양이나 개가 분양받은 후 15일 이내에 죽었다면 특약이 없는 한 「소비자분쟁해결기준」의 보상기준에 따라 같은 종류의 반려동물로 교환받거나 분양가격을 환불받을 수 있습니다.<br/>그러나 소비자의 중대한 과실로 인해 피해가 발생한 경우에는 배상을 요구할 수 없습니다.<br/>◇ 「소비자분쟁해결기준」의 보상기준<br/>테이블 단락<br/>,2019-12-23 17:52
778,87,5415,문화/여가생활,반려동물과 생활하기,동물보호명예감시원,동물보호명예감시원은 무슨 일을 하나요? 동물보호명예감시원이 되려면 어떻게 해야 하나요?,"동물보호명예감시원은 반려동물에 대한 학대행위를 감시하고 학대받은 반려동물의 구조·보호를 위해 일하고, 동물보호명예감시원이 되기를 희망하는 경우에는 직무수행에 필요한 교육과정을 이수한 후 동물보호를 목적으로 하는 법인 또는 비영리민간단체에 연락하거나, 농림축산검역본부장이나 지방자치단체장에게 동물보호명예감시원 신청을 하면 적격자를 선정하여 위촉될 수 있습니다.<br/>◇ 동물보호명예감시원 직무<br/>☞ 동물보호명예감시원은 반려동물에 대한 학대행위를 감시하고 학대받은 반려동물의 구조·보호를 위해서 다음의 직무를 수행합니다.<br/>",2021-11-12 11:24
779,87,5410,문화/여가생활,반려동물과 생활하기,반려동물 관리 책임,우리집 개가 집 앞을 지나가던 사람의 다리를 물어서 피가 살짝 났어요. 이 경우에 치료비를 물어줘야 하나요?,반려동물이 사람을 물어 상처를 내는 등의 손해를 끼쳤다면 치료비 등 그 손해를 배상해 주어야 합니다.<br/>그러나 소유자 등이 반려동물의 관리에 상당한 주의를 기울였음이 증명되는 경우에는 피해자에 대해 손해배상을 하지 않을 수 있습니다.<br/>◇ 손해배상책임<br/>☞ 반려동물이 사람을 물어 상처를 내는 등의 손해를 끼쳤다면 치료비 등 그 손해를 배상해 주어야 합니다. 이 때 손해를 배상해야 하는 책임자는 반려동물의 소유자뿐만 아니라 소유자를 위해 사육·관리 또는 보호에 종사하는 사람(이하 “소유자 등”이라 함)도 해당됩니다.<br/>,2019-05-10 9:24
780,87,5409,문화/여가생활,반려동물과 생활하기,동물등록 변경신고,"키우던 개를 다른 사람에게 보냈습니다. 현재 동물등록이 되어 있는데, 주인이 바뀌면 동물등록을 새로 해야 하나요?","네. 동물등록을 한 반려동물의 소유자가 변경되면 새로운 소유자가 변경 사유 발생일부터 30일 이내에 시장·군수·구청장·특별자치시장에게 신고해야 합니다.<br/>동물등록 변경신고를 하면 동물등록번호가 변경되므로 동물등록번호도 새롭게 부여되고, 이에 따라 무선전자개체식별장치(일명 “마이크로칩”)를 다시 장착하게 됩니다.<br/>◇ 동물등록 변경신고 사유<br/>",2021-11-12 11:28
781,87,5408,문화/여가생활,반려동물과 생활하기,동물등록 대상,"강아지를 분양받았는데, 동물등록 꼭 해야 하나요?",네. 월령(月齡)이 3개월 이상인 개는 동물등록을 해야 합니다.<br/>동물등록제도는 반려동물을 잃어버리거나 버려지는 것을 방지하고 동물보호의 실효성을 증대시키기 위해 행정기관에 반려동물과 반려동물 소유자에 대한 정보를 등록하는 것을 말합니다. 따라서 동물등록을 하면 반려동물을 잃어버리거나 버려진 경우 동물등록번호를 통해 소유자를 쉽게 확인할 수 있습니다.<br/>◇ 동물등록 대상<br/>,2021-11-12 11:28
782,87,5416,문화/여가생활,반려동물과 생활하기,사체 처리,반려동물이 죽으면 사체처리는 어떻게 하나요?,"반려동물이 동물병원에서 죽은 경우에는 의료폐기물로 분류되어 동물병원에서 처리되는 경우도 있고, 소유자가 원할 경우 반려동물의 사체를 인도받아 동물장묘업의 등록한 자가 설치 운영하는 화장시설에서 화장할 수 있고, 생활폐기물로 분류되어 생활쓰레기봉투 등에 넣어 배출할 수 있습니다.<br/>◇ 의료폐기물로 처리<br/>☞ 반려동물이 동물병원에서 죽은 경우에는 의료폐기물로 분류되어 동물병원에서 처리되는 경우가 많습니다. 그러나 소유자가 원할 경우 반려동물의 사체를 인도받아 동물장묘업의 등록한 자가 설치·운영하는 화장시설에서 화장할 수 있습니다.<br/>",2018-12-10 15:12
783,88,3136,소비자,소비자분쟁해결,소비자단체소송,드라이기를 구입하였는데 제품 불량으로 화상을 입었습니다. 알아보니 동일한 피해를 입은 사람이 많던데 단체로도 소송이 가능한가요?,"제품 구매 등으로 피해를 입은 다수의 소비자들이 해당 기업에 대해 소비자단체를 통해 일괄적으로 소송을 제기할 수 있습니다. 이러한 소비자단체소송은 피해 구제를 직접 받아내는 ‘집단소송제’와 달리, 판결 효력이 해당 제품의 판매 금지나 불공정 약관 시정 등 기업의 위법행위 금지에만 미칩니다. 예를 들어 어린이 안전 위협제품이나 불공정 약관 등에 대해 판매금지나 내용수정 등을 법원에 청구할 수 있습니다.<br/>◇ 단체소송의 허가<br/>",2022-03-11 12:49
784,88,3131,소비자,소비자분쟁해결,소비자피해 구제 방법,인터넷 쇼핑몰에서 물건을 샀는데 사업자가 반품을 거부하고 있습니다. 이런 문제가 발생하면 어떻게 해결할 수 있나요?,"◇ 소비자는 물품 또는 서비스의 거래 및 사용 과정에서 피해를 입은 경우에는 사업자와 직접 면담해서 피해를 구제받을 수 있습니다.<br/>그러나 사업자가 이를 거부하는 경우에는 국가 및 지방자치단체에서 운영하는 소비자피해구제기구, 공정거래위원회에 등록된 소비자단체, 소비자단체협의체(www.consumer.or.kr), 각종 분쟁조정위원회, 한국소비자원(www.kca.go.kr)에 의뢰해서 피해를 구제받을 수 있으며 소송 등의 방법을 이용할 수도 있습니다.<br/>◇ 소비자상담을 원하는 경우 1372 소비자상담센터를 이용할 수 있습니다.<br/>",2013-04-25 14:12
785,88,3134,소비자,소비자분쟁해결,한국소비자원 이용하기,물건 반품 때문에 판매자에게 연락했는데 정당한 사유 없이 반품을 거부하고 있습니다. 이대로는 해결이 될 것 같지 않은데 도움을 받을 수 있을까요? ,"판매자가 소비자의 불만 및 보상요구를 거부하는 경우 소비자는 소비자피해구제기구(지방자치단체 소비생활센터), 한국소비자원, 소비자단체 등에 피해구제 신청할 수 있습니다.<br/>◇ 소비자피해구제기구<br/>☞ 물품 또는 서비스의 사용으로 인해 불만이나 피해가 발생한 소비자가 지방자치단체에 설치된 소비자피해구제기구에 그 피해의 구제를 요청하면 소비자피해구제기구는 소비자와 사업자 간 피해보상에 관한 합의를 권고하고, 권고가 이루어지지 않으면 소비자분쟁조정위원회에 분쟁조정을 신청하게 됩니다.<br/>",2021-07-06 16:49
786,88,3135,소비자,소비자분쟁해결,민사분쟁의 간이구제절차,"판매자에게 손해배상을 받으려고 한국소비자원에 조정신청을 하여 권고를 받았음에도 판매자는 배상을 거부하고 있습니다. 손해배상액이 크지도 않고, 소송까지는 너무 시간이 걸리고 번거로운데 다른 방법이 없을까요?","민사분쟁에서 일반 민사소송에 비해 저렴한 비용으로 신속하게 처리하기 위한 방법으로 소액사건심판, 지급명령, 민사조정이 있습니다.<br/>◇ 소액사건심판<br/>☞ 분쟁금액이 2,000만원 이하인 경우 저렴한 비용으로 신속하게 처리하기 위한 방법으로 소액사건심판이 있습니다.<br/>소액사건심판을 원하는 소비자 또는 소비자의 배우자·직계혈족·형제자매는 서면이나 말로 소액사건심판을 제기할 수 있습니다. 이행의 권고를 받은 피고가 2주 이내에 이의신청을 하면, 변론기일을 정해 소액사건심판절차가 진행됩니다.<br/>",2013-04-25 14:28
787,88,3133,소비자,소비자분쟁해결,집단분쟁조정,"구입한 물건의 불량으로 다쳤는데, 동일한 피해를 입은 피해자들이 소비자단체에 분쟁조정을 신청했고, 이 소비자단체가 소비자분쟁조정위원회에 집단분쟁조정을 신청했다는 사실을 알았습니다. 지금이라도 분쟁조정절차에 참가할 수 있나요?","아직 집단분쟁조정이 시작되지 않았으므로 집단분쟁조정 절차가 개시되면 절차 개시 공고 기간 내에 서면으로 참가 신청을 할 수 있습니다. 집단분쟁조정 절차에 참가하지 못했더라도 집단분쟁조정이 이루어지면 피해보상을 받을 수 있습니다.<br/>◇ 절차<br/>☞ 조정 시작<br/>공고집단분쟁조정을 의뢰받거나 신청 받은 소비자분쟁위원회가 조정절차를 시작할 것을 의결하면, 이 사실이 한국소비자원 홈페이지(www.kca.go.kr) 및 일간신문에 14일간 게재됩니다. 집단분쟁조정의 당사자가 아닌 소비자는 이 공고기간 내에 서면으로 참가신청을 할 수 있습니다.<br/>",2013-04-25 14:16
788,88,3132,소비자,소비자분쟁해결,청약철회 또는 계약해제 방법,"물건을 구입을 취소하고 싶은데, 판매자가 환불을 해주지 않는 등의 문제가 발생할 것을 대비하여 명확히 하고 싶은데 어떻게 해야 할까요?","◇ 사업자에 대한 서면 의사표시<br/>청약철회권 또는 계약해제권을 행사하려면 청약철회권 등의 행사기간 내에 사업자에게 철회 등의 의사표시가 기재된 서면을 내용증명우편으로 발송하는 것이 좋습니다.<br/>◇ 신용카드사에 대한 서면 의사표시<br/>신용카드를 이용한 경우와 같이 신용제공자(예를 들어, 신용카드사)가 따로 있는 경우에는 신용제공자에게도 철회 등의 의사표시가 기재된 서면을 발송해야 신용제공자가 사업자에게 결제대금 지급을 청구받더라도 이를 거절할 수 있습니다.<br/>",2013-04-25 14:14
789,88,4965,소비자,건강기능식품,위해 건강기능식품 등의 판매의 금지,제가 구입하려고 했던 건강기능식품에 유해 물질에 들어있다는 기사를 봤는데요. 이렇게 문제가 된 건강기능식품은 어떻게 되나요?,"위해건강기능식품이나 기준·규격 위반 건강기능식품, 표시기준 위반 건강기능식품을 판매하거나 판매의 목적으로 제조·수입·사용·저장·운반·보존 또는 진열해서는 안 됩니다.<br/>◇ 위해 건강기능식품 등의 판매의 금지<br/>☞ 누구든지 다음 중 어느 하나에 해당하는 건강기능식품을 판매하거나 판매할 목적으로 제조·수입·사용·저장 또는 운반하거나 진열할 수 없습니다.<br/>",2019-05-10 8:36
790,88,4961,소비자,건강기능식품,건강기능식품,건강기능식품이란 무엇인가요? 질병 치료에 도움을 준다고 하는데 의약품과는 다른 건가요?,"건강기능식품은 건강을 유지하는데 도움을 주는 식품을 말합니다. 식품의약품안전처는 동물시험, 인체적용시험 등 과학적 근거를 평가하여 기능성원료를 인정하고 있으며 이런 기능성원료를 가지고 만든 제품을 건강기능식품이라고 합니다.<br/>◇ 건강기능식품이란?<br/>☞ &quot;건강기능식품&quot;이란 인체에 유용한 기능성을 가진 원료나 성분을 사용하여 제조·가공한 식품을 말합니다.<br/>· 여기서 &quot;기능성&quot;이란 인체의 구조 및 기능에 대하여 영양소를 조절하거나 생리학적 작용 등과 같은 보건 용도에 유용한 효과를 얻는 것을 말합니다.<br/>",2017-09-06 14:45
791,88,4966,소비자,건강기능식품,건강기능식품 이상사례 신고,선물을 받은 건강기능식품을 먹고 열이 나고 어지러운데 부작용일까요? 문제가 있다면 어디에 신고하면 되나요?,"건강기능식품은 유통되기 전 사전에 안전성 평가를 통해 안전성이 확보되었음을 확인함에도 불구하고 사용자의 오남용, 위해성분 혼입·오염 개인별 특이한 생리반응 등에 의하여 부작용이 나타날 수도 있습니다. 그런데 부작용원인이 과학적으로 규명되기까지는 부작용원인을 건강기능식품 때문인 것으로 단정하여 말하기 어려우므로 ‘부작용’이라기보다는 보통 ‘이상사례’라고 말합니다.<br/>일단 건강기능식품 섭취도중 불편함을 느꼈다면 당장 섭취를 중단하고, 병원을 찾아 전문가의 도움을 받아야 합니다. 만약 이 증상이 건강기능식품의 이상사례에 의한 것이라면 의사의 진단과 확인을 거쳐 구입가 환급과 치료비 및 경비 지급을 요구할 수 있습니다.<br/>",2023-03-10 10:46
792,88,4962,소비자,건강기능식품,건강기능식품 표시 확인,"안전한 건강기능식품을 구입하고 싶은데, 건강기능식품에는 건강기능식품이라는 표시가 되어 있나요? 
","식품의약품안전처에서 인정신고된 제품만 제품 포장에 “건강기능식품”이라는 표시 또는 도안이 있습니다. 제품 앞면에 이러한 표시가 없다면 식품의약품안전처에서 인정한 것이 아닙니다.<br/>◇ 건강기능식품 표시<br/>☞ 건강기능식품의 용기·포장에는 다음의 사항을 표시해야 합니다.<br/>· 제품명, 내용량 및 원료명<br/>",2023-03-10 10:46
793,88,4964,소비자,건강기능식품,건강기능식품의 표시ㆍ광고,"TV광고에서 건강기능식품을 판매하고 있는데, 꼭 특정 질병에 탁월한 효과가 있는 것처럼 광고하고 있습니다. 그대로 믿어도 되는 걸까요? ","누구든지 건강기능식품의 명칭이나 제조방법, 성분 등에 관하여 질병의 예방·치료에 효능이 있는 것으로 인식할 우려가 있는 표시 또는 광고를 해서는 안 됩니다. 따라서 이에 대한 주의가 필요합니다.<br/>◇ 부당한 표시 또는 광고행위의 금지<br/>☞ 누구든지 건강기능식품의 명칭·제조방법·성분 등에 관하여 다음의 어느 하나에 해당하는 표시 또는 광고를 해서는 안 됩니다.<br/>· 질병의 예방·치료에 효능이 있는 것으로 인식할 우려가 있는 표시 또는 광고<br/>",2023-03-10 10:46
794,88,4963,소비자,건강기능식품,건강기능식품 이력추적관리,지금 먹고 있는 건강기능식품의 제조 및 판매과정과 기능성 정보에 대해 자세히 알고 싶어요. 어디서 확인할 수 있나요?,"건강기능식품 이력추적관리제도는 건강기능식품의 제조단계부터 판매단계까지의 정보를 기록·관리하여 소비자가 해당 건강식품의 제조공장, 유통기한, 기능성 등의 정보를 인터넷에서 쉽게 확인할 수 있도록 하기 위한 제도입니다.<br/>◇ 건강기능식품 이력추적관리제도<br/>☞ 식품의약품안전처에서는 건강기능식품 이력추적관리제도를 통해 건강기능식품의 제조단계부터 판매단계까지 각 단계별로 정보를 기록·관리하여 해당 건강기능식품의 안전성 등에 문제가 발생할 경우 해당 건강기능식품을 추적하여 원인규명 및 필요한 조치를 취할 수 있도록 하고 있습니다.<br/>",2020-03-09 9:37
795,88,4970,소비자,가공식품(농축수산물),산업표준인증제도(KS),한국산업표준의 인증을 받은 가공식품의 품질수준이 과연 인증을 받은 후에도 그대로 유지될 수 있는지 궁금합니다. 품질수준의 유지를 위한 제도가 있나요?,"한국산업표준의 인증을 받은 후에도 식품의 품질수준을 유지하기 위하여 ① 정기심사 및 이전심사 ② 시판품조사 및 현장조사와 같은 사후관리가 이루어집니다.<br/>◇ 정기심사 및 이전심사<br/>☞ 가공식품 산업표준인증을 받은 자는 그 제품에 대하여 인증기관으로부터 매년 또는 3년마다 정기심사를 받아야 하고, 인증제품의 제조공장 또는 사업장이 이전되면 이전심사도 받아야 합니다.<br/>",2017-09-07 10:04
796,88,4967,소비자,가공식품(농축수산물),원산지인증 신청,"가공식품을 생산하는 사업자입니다. 원산지인증을 받고 싶은데, 인증 신청 방법이 어떻게 되나요?",가공식품을 생산하는 사업자 중 원산지 인증을 받으려는 자는 우수식품등인증기관의 장에게 인증대상 품목별로 다음의 서류를 제출함으로써 인증신청을 할 수 있습니다.<br/>◇ 원산지인증 신청<br/>테이블 단락<br/>◇ 인증서의 발급<br/>,2021-05-07 9:07
797,88,4974,소비자,가공식품(농축수산물),한국소비자원을 통한 피해구제,"얼마 전 마트에서 구입한 냉동가공식품을 먹다가 음식에서 돌을 씹었는데, 이후 점점 이에 통증이 심해집니다. 한국소비자원을 통해 피해구제여부에 대한 상담을 받을 수 있다고 하던데, 어떻게 하면 되나요?","1372 소비자상담센터 인터넷홈페이지에 접속하여 인터넷 상담을 신청하거나, 전화연결, 직접방문 등을 통해 소비자상담을 신청하시면 됩니다.<br/>◇ 소비자상담신청 방법<br/>테이블 단락<br/>◇ 피해구제절차<br/>",2017-09-07 10:25
798,88,4971,소비자,가공식품(농축수산물),식품 등의 표시 확인하기,식품포장지를 보면 여러 가지 사항들이 표시되어 있더라구요. 소비자를 위해 식품에 기본적으로 표시되어야 하는 내용에는 어떤 것들이 있나요?,"식품의약품안전처장은 국민보건을 위하여 판매를 목적으로 하는 식품의 표시에 관한 기준을 정할 수 있습니다. 다만, 법령으로 정하는 경우에는 다음의 표시사항 중 일부만을 표시할 수 있습니다.<br/>◇ 표시사항<br/>☞ 표시의 기준에는 다음의 사항들이 포함되어야 합니다.<br/>· 제품명, 내용량 및 원재료명<br/>",2022-09-08 12:41
799,88,4969,소비자,가공식품(농축수산물),식품안전관리인증기준(HACCP),"
식품안전관리인증기준(HACCP)마크를 부착한 식품의 제조ㆍ가공ㆍ조리ㆍ소분ㆍ유통하는 영업자가 식품별로 정한 식품안전관리인증기준을 지키지 않을 경우, 어떤 제재를 받게 되나요?
","식품별로 정한 식품안전관리인증기준을 지키지 않을 경우, 인증의 취소 및 영업허가 등의 취소, 또는 징역 및 벌금이 부과될 수 있습니다.<br/>◇ 조사 및 평가<br/>☞ 식품안전관리인증기준적용업소는 안전관리인증기준의 준수 여부와 「식품위생법」 제48조제5항에 따른 교육훈련 수료 여부를 연 1회 이상 조사·평가받게 됩니다.<br/>",2017-09-07 9:59
800,88,4968,소비자,가공식품(농축수산물),식품이력추적관리 정보 확인,식품이력추적관리번호 및 표지가 부착되어 있는 식품의 정보는 어디서 확인할 수 있나요?,"식품이력추적관리 식품에 대한 정보는 식품이력관리시스템 홈페이지에서 확인하실 수 있습니다.<br/>◇ 식품의 이력 확인<br/>☞ 소비자는 식품에 이력추적관리 표지가 부착되어 있는지의 여부에 따라 식품이력추적관리 등록식품여부를 알 수 있고, 식품이력관리시스템 홈페이지에 접속하여 식품이력추적관리번호를 입력하면 다음의 이력정보를 확인할 수 있습니다.<br/>테이블 단락<br/>",2021-11-11 17:25
801,88,4972,소비자,가공식품(농축수산물),영양성분표시제도,제가 초콜릿을 구입했는데 포장지에 각종 영양성분들이 표시되어 있는 것을 보았습니다. 초콜릿 외에 영양성분표시기준의 대상이 되는 식품에는 어떤 것들이 있나요?,"초콜릿류 외에도 과자류 중 과자, 캔디류 및 빙과류, 빵류 및 만두류 등 다음에 해당하는 식품에는 영양표시를 해야 합니다.<br/>◇ 영양표시 대상식품<br/>☞ 영양표시 대상식품은 다음과 같습니다.<br/>테이블 단락<br/>",2021-07-09 9:18
802,88,4973,소비자,가공식품(농축수산물),유기가공식품 인증제도,식품의 포장지에 ‘유기가공식품’마크가 표시되어 있는 것을 보았습니다. 이 표시마크가 있으면 인증받은 제품으로 보면 되나요?,"유기가공식품에는 표시문자 또는 표시도형으로 유기식품 인증표시(이하 “유기표시”라 함)를 할 수 있으며, 표시의무사항이 포함되어야 합니다.<br/>◇ 표시사항<br/>테이블 단락<br/>☞ 유기표시는 인증품에 직접 또는 인증품의 포장, 용기, 납품서, 거래명세서, 보증서 등에 표시해야 하며, 포장을 하지 않은 상태로 판매하거나 낱개로 판매하는 경우 표시판 또는 푯말에 유기표시를 할 수도 있습니다.<br/>",2019-09-10 17:08
803,88,5043,소비자,농축수산물 소비자,농산물 지리적표시 등록제도,"저희 시골집 과수원에서 사과를 출하하면서, 지역명칭을 따서 “청송사과”로 출하하려 합니다. 이 경우 어떤 절차가 필요한가요?","“청송사과”와 같은 지리적표시를 사용하려면 우선 해당 품목이 지리적표시 대상지역에서 생산된 농산물이어야 하고, 등록 신청자격도 원칙적으로 특정 지역에서 지리적 특성을 가진 농산물을 생산하거나 제조·가공하는 자로 구성된 법인으로 한정됩니다. 따라서 지리적표시의 등록을 받으려는 자는 등록 신청 서류 및 그 부속 서류를 국립농산물품질관리원장에게 제출하면 됩니다.<br/>◇ 지리적표시 등록제도<br/>☞ &acute;지리적표시&acute;란 농수산물 또는 농수산가공품의 명성·품질, 그 밖의 특징이 본질적으로 특정 지역의 지리적 특성에 기인하는 경우 해당 농수산물 또는 농수산가공품이 그 특정 지역에서 생산·제조 및 가공되었음을 나타내는 표시를 말합니다.<br/>",2022-10-25 13:39
804,88,5041,소비자,농축수산물 소비자,농산물의 원산지 표시,여러 가지 곡물을 판매할 때 원산지 표시를 단순히 “국내산” 또는 “수입산”이라고만 표시해도 괜찮나요? ,"국산 곡물의 경우 &quot;국산&quot;이나 &quot;국내산&quot; 또는 그 농산물을 생산·채취·사육한 지역의 시·도명이나 시·군·자치구명을 표시하고, 수입산일 경우 「대외무역법」에 따른 통관 시의 원산지를 표시해야 합니다. 만일 「남북교류협력에 관한 법률」에 따라 반입한 농산물과 그 가공품은 같은 법에 따른 반입 시의 원산지를 표시해야 합니다.<br/>◇ 원산지 표시기준<br/>☞ 국산 농산물: &quot;국산&quot;이나 &quot;국내산&quot; 또는 그 농산물을 생산·채취·사육한 지역의 시·도명이나 시·군·자치구명을 표시합니다.<br/>",2017-09-08 11:36
